ID,Policy,Source,Category (Safe/Dark)
886,"In certain cases, we collect and use your personal information to comply with laws. For instance, we collect from sellers information regarding place of establishment and bank account information for identity verification and other purposes.",https://www.amazon.com/gp/help/customer/display.html,Dark
887,"We use your personal information to communicate with you in relation to Amazon Services via different channels (e.g., by phone, e-mail, public chat).",https://www.amazon.com/gp/help/customer/display.html,Dark
888,"We use your personal information to display interest-based ads for features, products, and services that might be of interest to you. We do not use information that personally identifies you to display interest-based ads.",https://www.amazon.com/gp/help/customer/display.html,Dark
889,"We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others. We may also use other methods to assess and manage credit risks.",https://www.amazon.com/gp/help/customer/display.html,Dark
890,"To enable our systems to recognize your browser or device and to provide and improve Amazon Services, we use cookies and other identifiers. For more information about cookies and how we use them, please read our Cookies Notice .",https://www.amazon.com/gp/help/customer/display.html,Safe
891,"Information about our customers is an important part of our business, and we are not in the business of selling our customers' personal information to others. We share customers' personal information only as described below and with subsidiaries Amazon.com, Inc. controls that either are subject to this Privacy Notice or follow practices at least as protective as those described in this Privacy Notice.",https://www.amazon.com/gp/help/customer/display.html,Dark
892,"We make available to you services, products, applications, or skills provided by third parties for use on or through Amazon Services. For example, you can order products from third parties through our stores, download applications from third-party application providers from our App Store, and enable third-party skills through our Alexa services. We also offer services or sell product lines jointly with third-party businesses, such as co-branded credit cards. You can tell when a third party is involved in your transactions, and in some circumstances, we share customers' personal information related to those transactions with that third party.",https://www.amazon.com/gp/help/customer/display.html,Dark
893,"We employ other companies and individuals to perform functions on our behalf. Examples include fulfilling orders for products or services, delivering packages, sending postal mail and e-mail, removing repetitive information from customer lists, analyzing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring, assessing and managing credit risk, and providing customer service. These third-party service providers have access to personal information needed to perform their functions, but may use it for other purposes.",https://www.amazon.com/gp/help/customer/display.html,Dark
894,"As we continue to develop our business, we might sell or buy other businesses or services. In such transactions, customer information generally is one of the transferred business assets but remains subject to the promises made in any pre-existing Privacy Notice (unless, of course, the customer consents otherwise).",https://www.amazon.com/gp/help/customer/display.html,Dark
895,"We release account and other personal information when the release is required to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others. This includes exchanging information with other companies and organizations for fraud protection and credit risk reduction.",https://www.amazon.com/gp/help/customer/display.html,Dark
896,"Other than as set out above, you will receive notice when personal information about you might be shared with third parties, and you might have an opportunity to choose not to share the information.",https://www.amazon.com/gp/help/customer/display.html,Dark
897,We design our systems with your security and privacy in mind. We work to protect the security of your personal information during transmission by using encryption protocols and software. We follow the Payment Card Industry Data Security Standard (PCI DSS) when handling credit card data.,https://www.amazon.com/gp/help/customer/display.html,Dark
898,"We maintain physical, electronic, and procedural safeguards in connection with the collection, storage, and disclosure of personal customer information. Our security procedures mean that we may occasionally request proof of identity before we disclose personal information to you or to other third parties.",https://www.amazon.com/gp/help/customer/display.html,Dark
899,Our devices offer security features to protect them against unauthorized access and loss of data. You can control these features and configure them based on your needs. Click here for more information on how to manage the security settings of your device.,https://www.amazon.com/gp/help/customer/display.html,Dark
900,"It is important for you to protect against unauthorized access to your password and to your computers, devices, and applications. Be sure to sign off when finished using a shared computer. Click here for more information on how to sign off.",https://www.amazon.com/gp/help/customer/display.html,Safe
901,"Amazon Services may include third-party advertising and links to other websites and apps. Third-party advertising partners may collect information about you when you interact with their content, advertising, and services. For more information about third-party advertising at Amazon, including interest-based ads, please read our Interest-Based Ads policy . To adjust your advertising preferences, please go to the Advertising Preferences page .",https://www.amazon.com/gp/help/customer/display.html,Dark
902,"We provide ad companies with information that allows them to serve you with more useful and relevant Amazon ads and to measure their effectiveness. We never share your name or other information that directly identifies you when we do this. Instead, we use an advertising identifier like a cookie or other device identifier. For example, if you have already downloaded one of our apps, we will share your advertising identifier and data about that event so that you will not be served an ad to download the app again. Some ad companies also use this information to serve you relevant ads from other advertisers. You can learn more about how to opt-out of interest-based advertising by going to the Advertising Preferences page .",https://www.amazon.com/gp/help/customer/display.html,Dark
903,"You can access your information, including your name, address, payment options, profile information, Prime membership, household settings, and purchase history in the ""Your Account"" section of the website. Click here for a list of examples that you can access.",https://www.amazon.com/gp/help/customer/display.html,Dark
904,"If you have any questions as to how we collect and use your personal information, please contact our Customer Service . Many of our Amazon Services also include settings that provide you with options as to how your information is being used. As described above, you can choose not to provide certain information, but then you might not be able to take advantage of many of the Amazon Services.",https://www.amazon.com/gp/help/customer/display.html,Dark
905,"You can add or update certain information on pages such as those referenced in What Information Can I Access?. When you update information, we usually keep a copy of the prior version for our records.",https://www.amazon.com/gp/help/customer/display.html,Dark
906,"If you do not want to receive e-mail or other communications from us, please adjust your Customer Communication Preferences . If you don't want to receive in-app notifications from us, please adjust your notification settings in the app or device. If you do not want to see interest-based ads, please adjust your Advertising Preferences .",https://www.amazon.com/gp/help/customer/display.html,Safe
907,"The Help feature on most browsers and devices will tell you how to prevent your browser or device from accepting new cookies or other identifiers, how to have the browser notify you when you receive a new cookie, or how to block cookies altogether. Because cookies and identifiers allow you to take advantage of some essential features of Amazon Services, we recommend that you leave them turned on. For instance, if you block or otherwise reject our cookies, you will not be able to add items to your Shopping Cart, proceed to Checkout, or use any Services that require you to Sign in. For more information about cookies and other identifiers, see our Cookies Notice . If you want to browse our websites without linking the browsing history to your account, you may do so by logging out of your account here and blocking cookies on your browser.",https://www.amazon.com/gp/help/customer/display.html,Dark
908,"You will also be able to opt out of certain other types of data usage by updating your settings on the applicable Amazon website (e.g., in ""Manage Your Content and Devices""), device, or application. For more information click here . Most non-Amazon devices also provide users with the ability to change device permissions (e.g., disable/access location services, contacts). For most devices, these controls are located in the device's settings menu. If you have questions about how to change your device permissions on devices manufactured by third parties, we recommend you contact your mobile service carrier or your device manufacturer. If you are a seller, you can add or update certain information in Seller Central , update your account information by accessing your Seller Account Information , and adjust your e-mail or other communications you receive from us by updating your Notification Preferences . If you are an author, you can add or update the information you have provided in the Author Portal and Author Central by accessing your accounts in the Author Portal and Author Central, respectively.",https://www.amazon.com/gp/help/customer/display.html,Dark
909,"In addition, to the extent required by applicable law, you may have the right to request access to or delete your personal data. If you wish to do any of these things, please contact Customer Service . Depending on your data choices, certain services may be limited or unavailable.",https://www.amazon.com/gp/help/customer/display.html,Dark
910,"Amazon does not sell products for purchase by children. We sell children's products for purchase by adults. If you are under 18, you may use Amazon Services only with the involvement of a parent or guardian. We do not knowingly collect personal information from children under the age of 13 without the consent of the child's parent or guardian. For more information, please see our Children's Privacy Disclosure .",https://www.amazon.com/gp/help/customer/display.html,Dark
911,"If you choose to use Amazon Services, your use and any dispute over privacy is subject to this Notice and our Conditions of Use , including limitations on damages, resolution of disputes, and application of the law of the state of Washington. If you have any concern about privacy at Amazon, please contact us with a thorough description, and we will try to resolve it. Our business changes constantly, and our Privacy Notice will change also. You should check our websites frequently to see recent changes. Unless stated otherwise, our current Privacy Notice applies to all information that we have about you and your account. We stand behind the promises we make, however, and will never materially change our policies and practices to make them less protective of customer information collected in the past without the consent of affected customers.",https://www.amazon.com/gp/help/customer/display.html,Safe
912,"As a result of those actions, you might supply us with such information as: identifying information such as your name, address, and phone numbers; payment information; your age; your location information; your IP address; people, addresses and phone numbers listed in your Addresses; e-mail addresses of your friends and other people; content of reviews and e-mails to us; personal description and photograph in Your Profile ; voice recordings when you speak to Alexa; images and videos collected or stored in connection with Amazon Services; information and documents regarding identity, including Social Security and driver's license numbers; corporate and financial information; credit history information; and device log files and configurations, including Wi-Fi credentials, if you choose to automatically synchronize them with your other Amazon devices.",https://www.amazon.com/gp/help/customer/display.html,Dark
913,"Examples of the information we collect and analyze include: the internet protocol (IP) address used to connect your computer to the internet; login, e-mail address, and password; the location of your device or computer; content interaction information, such as content downloads, streams, and playback details, including duration and number of simultaneous streams and downloads, and network details for streaming and download quality, including information about your internet service provider; device metrics such as when a device is in use, application usage, connectivity data, and any errors or event failures; Amazon Services metrics (e.g., the occurrences of technical errors, your interactions with service features and content, your settings preferences and backup information, location of your device running an application, information about uploaded images and files such as the file name, dates, times and location of your images); version and time zone settings; purchase and content use history, which we sometimes aggregate with similar information from other customers to create features like Top Sellers ; the full Uniform Resource Locator (URL) clickstream to, through, and from our websites, including date and time; products and content you viewed or searched for; page response times, download errors, length of visits to certain pages, and page interaction information (such as scrolling, clicks, and mouse-overs); phone numbers used to call our customer service number; and images or videos when you shop in our stores, or stores using Amazon Services.",https://www.amazon.com/gp/help/customer/display.html,Dark
914,"We may also use device identifiers, cookies, and other technologies on devices, applications, and our web pages to collect browsing, usage, or other technical information.",https://www.amazon.com/gp/help/customer/display.html,Dark
915,"Examples of information we receive from other sources include: updated delivery and address information from our carriers or other third parties, which we use to correct our records and deliver your next purchase or communication more easily; account information, purchase or redemption information, and page-view information from some merchants with which we operate co-branded businesses or for which we provide technical, fulfillment, advertising, or other services; information about your interactions with products and services offered by our subsidiaries; search results and links, including paid listings (such as Sponsored Links); information about internet-connected devices and services linked with Alexa; and credit history information from credit bureaus, which we use to help prevent and detect fraud and to offer certain credit or financial services to some customers.",https://www.amazon.com/gp/help/customer/display.html,Dark
916,"Examples of information you can access through Amazon Services include: status of recent orders (including subscriptions); your complete order history; personally identifiable information (including name, e-mail, password, and address book); payment settings (including payment card information, promotional certificate and gift card balances, and 1-Click settings); e-mail notification settings (including Product Availability Alerts, Delivers, Special Occasion Reminders and newsletters); recommendations and the products you recently viewed that are the basis for recommendations (including Recommended for You and Improve Your Recommendations); shopping lists and gift registries (including Wish Lists and Baby and Wedding Registries); your content, devices, services, and related settings, and communications and personalized advertising preferences; content that you recently viewed; voice recordings associated with your account; Your Profile (including your product Reviews, Recommendations, Reminders and personal profile); If you are a seller, you can access your account and other information, and adjust your communications preferences, by updating your account in Seller Central . If you are an author, you can access your account and other information, and update your accounts, on the Kindle Direct Publishing (KDP) or Author Central website, as applicable. If you are a developer participating in our Developer Services Program, you can access your account and other information, and adjust your communications preferences, by updating your accounts in the Developer Services Portal .",https://www.amazon.com/gp/help/customer/display.html,Dark
917,"When you interact with our services, we collect information that you provide to us. For example, most of our services require you to set up a Snapchat account, so we need to collect a few important details about you, such as your name, username, password, email address, phone number, and date of birth. We may also ask you to provide us with some additional information that will be publicly visible on our services, such as a profile picture or Bitmoji avatar. Other services, such as commerce products, may require you to provide us with a debit or credit card number and its associated account information.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
918,"Of course, you'll also provide us whatever information you send through our services, such as Snaps and Chats. Keep in mind that the users who view your Snaps, Chats, and any other content can always save that content or copy it outside the app. So, the same common sense that applies to the internet at large applies to Snapchat as well: Don't send messages or share content that you wouldn't want someone to save or share.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
919,"When you contact customer support or communicate with us in any other way, we'll collect whatever information you volunteer or that we need to resolve your question.",https://www.snap.com/en-US/privacy/privacy-policy/,Safe
920,"When you use our services, we collect information about which of those services you've used and how you've used them. We might know, for instance, that you watched a particular Story, saw a specific ad for a certain period of time, and sent a few Snaps. Here's a fuller explanation of the types of information we collect when you use our services: Usage Information. We collect information about your activity through our services. For example, we may collect information about: how you interact with our services, such as which filters you view or apply to Snaps, which Stories you watch on Discover, whether you're using Spectacles, or which search queries you submit. how you communicate with other Snapchatters, such as their names, the time and date of your communications, the number of messages you exchange with your friends, which friends you exchange messages with the most, and your interactions with messages (such as when you open a message or capture a screenshot).",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
921,"We collect content you create on our services, such as custom stickers, and information about the content you create or provide, such as if the recipient has viewed the content and the metadata that is provided with the content.",https://www.snap.com/en-US/privacy/privacy-policy/,Safe
922,"We collect information from and about the devices you use. For example, we collect: information about your hardware and software, such as the hardware model, operating system version, device memory, advertising identifiers, unique application identifiers, apps installed, unique device identifiers, browser type, language, battery level, and time zone; information from device sensors, such as accelerometers, gyroscopes, compasses, microphones, and whether you have headphones connected; and information about your wireless and mobile network connections, such as mobile phone number, service provider, IP address, and signal strength.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
923,"Because Snapchat is all about communicating with friends, we may-with your permission-collect information from your device's phonebook.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
924,"Many of our services require us to collect images and other information from your device's camera and photos. For example, you won't be able to send Snaps or upload photos from your camera roll unless we can access your camera or photos.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
925,"When you use our services we may collect information about your location. With your permission, we may also collect information about your precise location using methods that include GPS, wireless networks, cell towers, Wi-Fi access points, and other sensors, such as gyroscopes, accelerometers, and compasses.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
926,"Like most online services and mobile applications, we may use cookies and other technologies, such as web beacons, web storage, and unique advertising identifiers, to collect information about your activity, browser, and device. We may also use these technologies to collect information when you interact with services we offer through one of our partners, such as advertising and commerce features. For example, we may use information collected on other websites to show you more relevant ads. Most web browsers are set to accept cookies by default. If you prefer, you can usually remove or reject browser cookies through the settings on your browser or device. Keep in mind, though, that removing or rejecting cookies could affect the availability and functionality of our services.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
927,"We also collect log information when you use our website, such as: details about how you've used our services; device information, such as your web browser type and language; access times; pages viewed; IP address; identifiers associated with cookies or other technologies that may uniquely identify your device or browser; and pages you visited before or after navigating to our website.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
928,"We may collect information about you from other users, our affiliates, and third parties. Here are a few examples: If you link your Snapchat account to another service (like Bitmoji or a third-party app), we may receive information from the other service, like how you use that service.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
929,"Advertisers, app developers, publishers, and other third parties may share information with us as well. We may use this information, among other ways, to help target or measure the performance of ads. You can learn more about our use of this kind of third-party data in our Support Center. If another user uploads their contact list, we may combine information from that user's contact list with other information we have collected about you.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
930,"What do we do with the information we collect? For the detailed answer, go here. The short answer is: Provide you with an amazing set of products and services that we relentlessly improve. Here are the ways we do that: develop, operate, improve, deliver, maintain, and protect our products and services.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
931,"We use your personal data to send you communications, including by email. For example, we may use email to respond to support inquiries or to share information about our products, services, and promotional offers that we think may interest you. monitor and analyze trends and usage. personalize our services by, among other things, suggesting friends, profile information, or Bitmoji stickers, or customizing the content we show you, including ads. contextualize your experience by, among other things, tagging your Memories content using your precise location information (if, of course, you've given us permission to collect that information) and applying other labels based on the content.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
932,"We use your personal data to provide and improve our advertising services, ad targeting, and ad measurement, including through the use of your precise location information (again, if you've given us permission to collect that information), both on and off our services. See the Control Over Your Information section below for more information about Snap Inc.'s advertising practices and your choices. enhance the safety and security of our products and services. verify your identity and prevent fraud or other unauthorized or illegal activity. use information we've collected from cookies and other technology to enhance our services and your experience with them. enforce our Terms of Service and other usage policies and comply with legal requirements.",https://www.snap.com/en-US/privacy/privacy-policy/,Safe
933,We may also use information from Apple's TrueDepth camera to improve the quality of Lenses. Information from the TrueDepth camera is used in real time-we don't store this information on our servers or share it with third parties.,https://www.snap.com/en-US/privacy/privacy-policy/,Dark
934,"We may share the following information with other Snapchatters: information about you, such as your username, name, and Bitmoji.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
935,"We may share information about how you have interacted with our services, such as your Snapchat ""score,"" the names of Snapchatters you are friends with, and other information that will help Snapchatters understand your connections with others using our services. For example, because it may not be clear whether a new friend request comes from someone you actually know, we may share whether you and the requestor have Snapchat friends in common.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
936,"We might share any additional information you have directed us to share. For example, Snap will share your information when you connect your Snapchat account to a third-party app, and if you share information or content from Snapchat to the third-party app.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
937,"We might share content you post or send. How widely your content is shared depends on your personal settings and the type of service you are using. For example, a Snap may be sent to just a single friend you select, but your My Story content may be seen by any Snapchatter whom you allow to see your My Story.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
938,"We may share the following information with all Snapchatters as well as with our business partners and the general public: public information like your name, username, Snapcode and profile pictures.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
939,"Story submissions that are set to be viewable by Everyone and any content that you submit to an inherently public service, like Our Story and other crowd-sourced services. This content may be viewed and shared by the public at large both on and off our services, including through search results, on websites, in apps, and in online and offline broadcasts.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
940,We may share information with entities within the Snap Inc. family of companies.,https://www.snap.com/en-US/privacy/privacy-policy/,Dark
941,"We may share information about you with service providers who perform services on our behalf, including to measure and optimize the performance of ads and deliver more relevant ads, including on third-party websites and apps. Learn more here.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
942,"We may share information about you with business partners that provide services and functionality on our services. For more information about information collected by third parties on our services, visit our Support Site. We may share information about you, such as device and usage information, to help us and others prevent fraud.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
943,"We may share information about you for legal, safety, and security reasons. We may share information about you if we reasonably believe that disclosing the information is needed to: comply with any valid legal process, governmental request, or applicable law, rule, or regulation. investigate, remedy, or enforce potential Terms of Service violations. protect the rights, property, or safety of us, our users, or others. detect and resolve any fraud or security concerns.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
944,"We may share information about you as part of a merger or acquisition. If Snap Inc. gets involved in a merger, asset sale, financing, liquidation or bankruptcy, or acquisition of all or some portion of our business to another company, we may share your information with that company before and after the transaction closes.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
945,"We may also share with third parties that provide services to us or perform business purposes for us aggregated, non-personally identifiable, or de-identified information.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
946,"Our services may contain third-party content and integrations. Examples include third-party integrations in camera search, third-party games in Chat, and third-party Snap Kit integrations. Through these integrations, you may be providing information to the third party as well as to Snap. We are not responsible for how those third parties collect or use your information. As always, we encourage you to review the privacy policies of every third-party service that you visit or use, including those third parties you interact with through our services. You can learn more about third-party services in Snapchat here.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
947,"Snapchat lets you capture what it's like to live in the moment. On our end, that means most messages-like Snaps and Chats-sent in Snapchat will be automatically deleted by default from our servers after we detect they've been opened by all recipients or have expired. Other content, like Story posts, are stored for longer. For detailed information about how long we store different types of content, check out our Support Site.",https://www.snap.com/en-US/privacy/privacy-policy/,Safe
948,"We store other information for longer periods of time. For example: We store your basic account information-like your name, phone number, and email address-and list of friends until you ask us to delete them.",https://www.snap.com/en-US/privacy/privacy-policy/,Safe
949,"We store location information for different lengths of time based on how precise it is and which services you use. For example, if you use the Map, we store information about your favorite places for up to 40 days so we can personalize and improve your experience. If location information is associated with a Snap-like those saved to Memories or posted to Our Story-we'll retain that location as long as we store the Snap.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
950,"We're constantly collecting and updating information about the things you might like and dislike, so we can provide you with more relevant content and advertisements. Go here to learn more.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
951,"If you ever decide to stop using Snapchat, you can just ask us to delete your account. We'll also delete most of the information we've collected about you after you've been inactive for a while-but don't worry, we'll try to contact you first!Keep in mind that, while our systems are designed to carry out our deletion practices automatically, we cannot promise that deletion will occur within a specific timeframe. There may be legal requirements to store your data and we may need to suspend those deletion practices if we receive valid legal process asking us to preserve content, if we receive reports of abuse or other Terms of Service violations, or if your account or content created by you is flagged by our automated systems for abuse or other Terms of Service violations. Finally, we may also retain certain information in backup for a limited period of time or as required by law.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
952,"You can access and edit most of your basic account information right in our apps. You can also use Download My Data to obtain a copy of information that isn't available in our apps in a portable format, so you can move it or store it wherever you want. Because your privacy is important to us, we will ask you to verify your identity or provide additional information before we let you access or update your personal information. We may also reject your request to access or update your personal information for a number of reasons, including, for example, if the request risks the privacy of other users or is unlawful.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
953,"In most cases, if you let us use your information, you can simply revoke your permission by changing the settings in the app or on your device if your device offers those options. Of course, if you do that, certain services may lose full functionality.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
954,"While we hope you'll remain a lifelong Snapchatter, if for some reason you ever want to delete your account, just go here to learn how. You can also delete some information in the app, like photos you've saved to Memories, Our Story submissions, and search history.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
955,"We try to show you ads that we think will be relevant to your interests. If you would like to modify the information we and our advertising partners use to select these ads, you can do so in the app and through your device preferences. Go here to learn more.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
956,"It's important to us that you stay in control over whom you communicate with. That's why we've built a number of tools in Settings that let you indicate, among other things, who you want to see your Stories, whether you'd like to receive Snaps from just your friends or all Snapchatters, and whether you'd like to block another Snapchatter from contacting you again. Go here to learn more.",https://www.snap.com/en-US/privacy/privacy-policy/,Safe
957,"Your country only allows us to use your personal information when certain conditions apply. These conditions are called ""legal bases"" and, at Snap, we typically rely on one of four: Contract. One reason we might use your information is because you've entered into an agreement with us. For example, when you buy an On-Demand Geofilter and accepted our Custom Creative Tools Terms, we need to use some of your information to collect payment and make sure we show your Geofilter to the right people at the right place and time.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
958,"Another reason we might use your information is because we have-or a third party has-a legitimate interest in doing so. For example, we need to use your information to provide and improve our services, including protecting your account, delivering your Snaps, providing customer support, and helping you find friends and content we think you'll like. Because most of our services are free, we also use some information about you to try and show you ads you'll find interesting. An important point to understand about legitimate interest is that our interests don't outweigh your right to privacy, so we only rely on legitimate interest when we think the way we are using your data doesn't significantly impact your privacy or would be expected by you, or there is a compelling reason to do so. We explain our legitimate business reasons for using your information in more detail here.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
959,"In some cases we'll ask for consent to use your information for specific purposes. If we do, we'll make sure you can revoke your consent in our services or through your device permissions. Even if we're not relying on consent to use your information, we may ask you for permission to access data like contacts and location.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
960,"We may be required to use your personal information to comply with the law, like when we respond to valid legal process or need to take action to protect our users. Since November 15, 2015, our policy has been to notify Snapchatters when we receive legal process seeking their account information, with some exceptions. Learn more here.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
961,"You have the right to object to our use of your information. With many types of data, we've provided you with the ability to simply delete it if you don't want us processing it anymore. For other types of data, we've given you the ability to stop the use of your data by disabling the feature altogether. You can do these things in the app. If there are other types of information you don't agree with us processing, you can contact us.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
962,"We may collect your personal information from, transfer it to, and store and process it in the United States and other countries outside of where you live. Whenever we share information of EU users outside the EU we make sure an adequate transfer mechanism is in place. For internal transfers, we rely on Model Contractual Clauses or the EU-U.S. and Swiss-U.S. Privacy Shield, which you can read more about here. You can find more information on the categories of third parties we share information with here.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
963,"If you're based in the EU, you can always file a complaint with the supervisory authority in your Member State. For example, if you're based in the UK, you can file a complaint with the Information Commissioner's Office.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
964,"Our services are not intended for-and we don't direct them to-anyone under 13. And that's why we do not knowingly collect personal information from anyone under 13. In addition, we may limit how we collect, use, and store some of the information of EU users between 13 and 16. In some cases, this means we will be unable to provide certain functionality to these users. If we need to rely on consent as a legal basis for processing your information and your country requires consent from a parent, we may require your parent's consent before we collect and use that information.",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
965,"We may change this Privacy Policy from time to time. But when we do, we'll let you know one way or another. Sometimes, we'll let you know by revising the date at the top of the Privacy Policy that's available on our website and mobile application. Other times, we may provide you with additional notice (such as adding a statement to our websites' homepages or providing you with an in-app notification).",https://www.snap.com/en-US/privacy/privacy-policy/,Dark
966,"When you sign up for or use Pinterest you voluntarily share certain information including your name, email address, phone number, photos, Pins, comments, and any other information you give us. You can also choose to share your precise location using your device settings or through photos. We will still use your IP address, which is used to approximate your location, even if you don't choose to share your precise location. You will also have the option to share other information about yourself such as your gender, age and preferred language.",https://policy.pinterest.com/en/privacy-policy,Dark
967,"When you use a website, mobile application or other internet service, certain internet and electronic network activity information gets created and logged automatically. This is also true when you use Pinterest. Here are some of the types of information we collect: Log data. When you use Pinterest, our servers record information (""log data""), including information that your browser automatically sends whenever you visit a website, or that your mobile app automatically sends when you're using it. This log data includes your Internet Protocol address (which we use to infer your approximate location), the address of and activity on websites you visit that incorporate Pinterest features (like the ""Save"" button-more details below), searches, browser type and settings, the date and time of your request, how you used Pinterest, cookie data and device data.",https://policy.pinterest.com/en/privacy-policy,Dark
968,"We also use ""cookies"" (small text files sent by your computer each time you visit our website, unique to your Pinterest account or your browser) or similar technologies to get log data. When we use cookies or other similar technologies, we use session cookies (that last until you close your browser) or persistent cookies (that last until you or your browser delete them). For example, we use cookies to store your language preferences or other settings so you don't have to set them up every time you visit Pinterest. Some of the cookies we use are associated with your Pinterest account (including information about you, such as the email address you gave us) and other cookies are not.",https://policy.pinterest.com/en/privacy-policy,Safe
969,"In addition to log data, we collect information about the device you're using Pinterest on, including the type of device, operating system, settings, unique device identifiers and crash data that helps us understand when something breaks.",https://policy.pinterest.com/en/privacy-policy,Dark
970,"When you're on Pinterest, we use your activity-such as which Pins you click on, boards you create, and any text that you add in a comment or description-along with information you provided when you first signed up and information from our partners and advertisers to make inferences about you and your preferences. For example, if you create a board about travel, we may infer you are a travel enthusiast. We may also infer information about your education or professional experience based on your activity when you link your account to accounts you have with third parties like Facebook or Google.",https://policy.pinterest.com/en/privacy-policy,Dark
971,"We also get information about you and your activity outside Pinterest from our affiliates, advertisers, partners and other third parties we work with. For example: Some websites or apps use Pinterest features such as our ""Save"" button, or you may install our ""Save"" button for your browser. If so, we collect log data from those sites or apps.",https://policy.pinterest.com/en/privacy-policy,Dark
972,"Online advertisers or third parties share information with us to measure, report on or improve the performance of ads on Pinterest, or to figure out what kinds of ads to show you on or off of Pinterest. This includes information about your visits to an advertiser's site or purchases you made from them, or information about your interests from a third-party service, which we might use to help show you ads.",https://policy.pinterest.com/en/privacy-policy,Dark
973,"We're committed to showing you content that's relevant, interesting and personal to you. To do that, we use your information to provide and improve your experience, including: Identify you when you use Pinterest.",https://policy.pinterest.com/en/privacy-policy,Safe
974,"We may get requests for account information from law enforcement authorities like the police or courts. To find out more about how we respond to law enforcement requests, please see our Law Enforcement Guidelines. Review your messages on Pinterest to detect activity that poses a risk to the safety of you, our community and/or members of the public.",https://policy.pinterest.com/en/privacy-policy,Dark
